,Company Name,Location,Expected Salary,Job Title,Description About the Job,Link,Date Posted/Active
341,Mayuri Kum Kum,"Lower Parel, Mumbai, Maharashtra","?25,000 - ?60,000 a month",Personal Assistant,"
Our company is searching for a Personal Assistant who can assist the Director & administrative staff and help improve productivity.
",https://in.indeed.com/company/Mayuri-Kum-Kum/jobs/Personal-Assistant-9116a21a0195debd?fccid=19b8ae4d514fbf5f&vjs=3,PostedPosted 30+ days ago
342,Vijay Khetan Group,"Andheri, Mumbai, Maharashtra","?15,000 - ?30,000 a month",MIS Executive,"
Skills Required – Excel, Advanced Excel, VBA, Google Sheet,.
Added Advantages – SQL, Power BI, Oracle, Java script.
Microsoft Excel: 1 year (Required).
",https://in.indeed.com/company/Vijay-Khetan-Group/jobs/Mis-Executive-827a0ed4c194473b?fccid=ff3df874e2ad70b0&vjs=3,EmployerActive 1 day ago
343,Xpheno,"Mumbai, Maharashtra","Up to ?14,00,000 a year",Accounts Payable,"
Acts as a technical expert on complex and specialist subject(s).
Supports management with the analysis.
Supports or leads projects by applying area of expertise…
",https://in.indeed.com/company/Xpheno/jobs/Account-Payable-c46c6c875e1b6f9b?fccid=db03645b64fe84d5&vjs=3,EmployerActive 2 days ago
344,Focskill pvt.ltd,"Mumbai, Maharashtra","?30,000 - ?40,000 a month",Motor Claim,"
Work out a litigation strategy for the regions handled to enable proper decision making.
Drive settlement of Motor TP claims in the region.
",https://in.indeed.com/company/Focskill-pvt.ltd/jobs/Motor-Claim-42c0a62f38dc5ed5?fccid=f03802459194b5e9&vjs=3,PostedPosted 30+ days ago
345,BTC,"Andheri, Mumbai, Maharashtra","?15,000 - ?17,000 a month",call center,"
Attendending incoming calls, travel booking, email revert.
Technical support: 1 year (Preferred).
Tele sales: 1 year (Preferred).
",https://in.indeed.com/company/BTC/jobs/Call-Center-d1e40174ff4ad907?fccid=f1a69240ddf3cc5d&vjs=3,EmployerActive 2 days ago
346,Randstad India Pvt. Ltd.,"Mumbai, Maharashtra","?6,00,000 - ?8,00,000 a year",Safety Officer,"
Ensure that the company is in complience and adheres to Occupational Health and Safety (OHS) guidelines.*.
Mumbai, Maharashtra: Reliably commute or planning to…
",https://in.indeed.com/company/Randstad/jobs/Safety-Officer-0369d1d78a57b396?fccid=f8b265243da9f9d7&vjs=3,PostedPosted 14 days ago
347,99yrs Network LLP,"Remote in Mumbai, Maharashtra","?20,000 - ?30,000 a month",Us Sales Tele Calling (Night Shift) Work from Home,"
Prior experience as a telecaller or similar.
Ability to switch your communication style on a whim.
Completion of a sales-related training program is preferred.
",https://in.indeed.com/company/99yrs-Network-LLP/jobs/US-Sales-Tele-Calling-f1124194dc1b682f?fccid=d6d0edb306f18860&vjs=3,EmployerActive 2 days ago
348,Bhilosa Industries Private Limited,"Mumbai, Maharashtra","?20,000 - ?30,000 a month",Front Office Executive,"
Serves visitors by greeting, welcoming and directing them appropriately.
Notifies company personnel of visitor arrival.
Should have good communication skills.
",https://in.indeed.com/company/Bhilosa-Industries-Private-Limited/jobs/Front-Office-Executive-8997ff3a87b912c9?fccid=3bbe22ddbe170104&vjs=3,PostedPosted 1 day ago
349,Brainspark Ideas Pvt Ltd,"Thane, Maharashtra","?25,000 - ?35,000 a month",Event Coordinator,"
Ability to work as part of a team.
Ability to clearly communicate, expressing requirements and expectations to a wide range of individuals.
",https://in.indeed.com/company/Brainspark-Ideas-Pvt-Ltd/jobs/Event-Coordinator-2fa89fe838bb324a?fccid=90cf7bf989429913&vjs=3,PostedPosted 8 days ago
350,Homexchange Private Limited,"Marol, Mumbai, Maharashtra","?30,000 - ?50,000 a month",Customer Relationship Executive,"
Handle all clients in a very professional and courteous manner.
Attend to all enquiries from clients.
Communicate with clients to identify the details of the…
",https://in.indeed.com/company/Homexchange-Private-Limited/jobs/Customer-Relationship-Executive-e7ad5f3b42aaaf76?fccid=6a5ae20f99f21b80&vjs=3,EmployerActive 2 days ago
351,Vertoz,"Mumbai, Maharashtra","?5,000 - ?7,000 a week",Quality Assurance - Intern,"
Plan the program/project based on a defined need results in detailed scope/budget/schedule baseline.
We are looking out for only Male candidates who have…
",https://in.indeed.com/rc/clk?jk=dae86457cd48713a&fccid=67cff2395e488d45&vjs=3,PostedPosted 1 day ago
352,United Way Mumbai,"Mumbai, Maharashtra","?3,60,000 - ?6,00,000 a year",Coordinator - Community Impact,"
Candidate must be a team player and should be willing to travel extensively in Mumbai and across India for coordinating program activities.
",https://in.indeed.com/rc/clk?jk=1a4422e3ed44235e&fccid=475449500ecde065&vjs=3,PostedPosted 30+ days ago
353,Qi Spine,"Mumbai, Maharashtra","Up to ?35,000 a month",Sales and Customer Service Representative,"
Shift timings: 8.5 hours daily in a cycle of 8:00 AM to 8:00 PM.
Required skillset: Min 2 yrs experience into BPO outbound voice process (Must have handled…
",https://in.indeed.com/company/Qi-Spine/jobs/Sales-Customer-Service-Representative-2ae6d50cd7dceed2?fccid=c62c563db79a3dd6&vjs=3,PostedPosted 30+ days ago
354,Onesource Atreus,"Navi Mumbai, Maharashtra","Up to ?30,000 a month",international telecaller,"
Shift Timing : US shift 5:30 pm to 2:30 am 9:00 pm to 6:30 am (Any 9 hours).
HSC/Graduate with Minimum 1 year international experience mandatory.
",https://in.indeed.com/company/Onesource-Atreus/jobs/International-Telecaller-49ee1cef2b6af946?fccid=7382dff1cdc119a2&vjs=3,PostedJust posted
355,Rosentiques,"Mumbai, Maharashtra","?25,000 - ?30,000 a month",Personal Assistant,"
Typing, formatting, and editing reports, documents, and presentations.
Entering data, maintaining databases, and keeping records.
",https://in.indeed.com/company/Rosentiques/jobs/Personal-Assistant-c8434b37b7b1fa19?fccid=2ef6be8564052eac&vjs=3,EmployerActive 4 days ago
356,Candor Management Services Pvt ltd,"Mumbai, Maharashtra","?45,000 - ?55,000 a month",Sales Executive,"
Has sound, understanding of theories and practices on a domestic basis.
Able to resolve analytical issues in a variety of complex situations, without…
",https://in.indeed.com/company/Candor-Management-Services-Pvt-ltd/jobs/Sales-Executive-2213cf7da288d279?fccid=31a535249cc386a2&vjs=3,EmployerActive 3 days ago
357,Chinar Nirmiti,"Thane, Maharashtra","?16,000 - ?18,000 a month",Writer and Anchor,"
Proven work experience as a Content Writer, Copywriter, Script Writer, Anchoring, vlogging or similar role.
BMM or any equivalent degree or certified course.
",https://in.indeed.com/company/Chinar-Nirmiti/jobs/Writer-Anchor-8287b0cef7e9034e?fccid=b9e88664d92384b3&vjs=3,EmployerActive 2 days ago
358,Stanmore,"Mumbai, Maharashtra","?18,000 - ?25,000 a month",Back Office Executive,"
Need someone who can speak english very good and has basic excel knowledge.
Min 2-3 yrs of work experience.
",https://in.indeed.com/company/stanmore/jobs/Back-Office-Executive-4c64d98f53724130?fccid=19a31b0c5c81c7d9&vjs=3,EmployerActive 1 day ago
359,KINGSHIP HOSPITALITY & ENTERTAINMENT,"Mumbai, Maharashtra","?18,000 - ?23,000 a month",Captain,"
Service Captain ensures that guests have a pleasant and memorable dining experience.
Monitors setup, maintenance, cleanliness and safety of Dining areas.
",https://in.indeed.com/company/KINGSHIP-HOSPITALITY-&-ENTERTAINMENT/jobs/Captain-28da7dc5cf5cb1be?fccid=b5854bb5800c6a08&vjs=3,EmployerActive 1 day ago
360,NCR,"Mumbai, Maharashtra",N/A,Customer Care Agent,"
The Service Coordinator works in a team environment and interacts with multiple internal customers.
Position is responsible for proactive handling of incoming…
",https://in.indeed.com/rc/clk?jk=bb70273e1630d274&fccid=50597ebf467edd46&vjs=3,PostedToday
361,Finrisk Concultancy,"Mumbai, Maharashtra","?25,000 - ?50,000 a month",Steno-Typist,"
Steno-typing, Moderate English Required, for Experience & Freshers Both.
Job Types: Full-time, Fresher, Regular / Permanent.
Total work: 1 year (Preferred).
",https://in.indeed.com/company/Finrisk-Concultancy/jobs/Steno-Typist-dfde73fad3db8f0c?fccid=72a61507717ea47b&vjs=3,PostedPosted 30+ days ago
362,Crimson Interactive,"Mumbai, Maharashtra",N/A,Proofreading - Enago,"
Qualification: Bachelors and Masters from any field of study.
Skills: Excellent English communication & grammar understanding.
",https://in.indeed.com/rc/clk?jk=237950d64f557ec9&fccid=d9e3fe8ea6f90d37&vjs=3,PostedPosted 30+ days ago
363,Tech Mahindra,"Mumbai, Maharashtra","From ?17,500 a month",Customer Service Representative,"
Designation- Customer Service Advisor for UK Process.
Job Profile- Customer support Voice/Chat.
Mandatory Criteria- Minimum HSC Pass.
",https://in.indeed.com/company/Tech-Mahindra/jobs/Customer-Service-Representative-2937dfd56f4d3e5e?fccid=97299926ef79b544&vjs=3,PostedJust posted
364,Heer Finance,"Mumbai, Maharashtra",N/A,Sales person,"
Job Types: Part-time, Internship, Contractual / Temporary.
Mumbai, Maharashtra: Reliably commute or planning to relocate before starting work (Required).
",https://in.indeed.com/company/Heer-Finance/jobs/Sales-Person-60b6784a6ce4fcb9?fccid=5d310c77e9b83d50&vjs=3,PostedJust posted
365,SH Square Consultants,"Mumbai, Maharashtra","?4,00,000 - ?6,00,000 a year",Import Executive,"
Qualification: Any Graduate plus diploma in Import and Export.
Import & Local a. Purchase Order preparation & tracking b. preparation of documents for Dual-use…
",https://in.indeed.com/company/SH-Square-Consultants/jobs/Import-Executive-ea198a572cae87e9?fccid=d66458f305c11022&vjs=3,PostedPosted 30+ days ago
366,NEWJ,"Mumbai, Maharashtra",N/A,Social Media Publisher,"
Edit and compile publishing data in a presentable format.
Minimum 1 to 2 years of proven working experience in the social media marketing or digital media…
",https://in.indeed.com/rc/clk?jk=62eb4ba0a196f5e4&fccid=c15bdcceb5ed3780&vjs=3,PostedPosted 1 day ago
367,JMD DESIGN DESK PVT LTD,"Mumbai, Maharashtra","?30,000 - ?40,000 a month",Site Supervisor-Exhibitions,"
Prior experience of Interior Design & Exhibition Design industry will be a plus.
We are looking for a Senior Site Supervisor with 5+ years of experience in…
",https://in.indeed.com/company/JMD-DESIGN-DESK-PVT-LTD/jobs/Site-Supervisor-Exhibition-549a0745a5bee907?fccid=f110f25cbb79065b&vjs=3,EmployerActive 1 day ago
368,SKYWITHCLASS,"Mumbai, Maharashtra","?2,00,000 - ?4,00,000 a month",Travel Agent,"
The ideal candidate will have a passion for travel, a strong attention to detail, and excellent customer service skills.
",https://in.indeed.com/company/SKYWITHCLASS/jobs/Travel-Agent-e6c850b1fb8cb736?fccid=8e583f46ff2d8e28&vjs=3,EmployerActive 8 days ago
369,RSD Polymers Pvt. Ltd.,"Mumbai, Maharashtra","?2,50,000 - ?5,50,000 a year",Sales Coordinator,"
Good communications skills , knowledge of sales procedure , good in forecasting & planning , knowledge of tally & logistics , good in follow up , prompt &…
",https://in.indeed.com/company/RSD-Polymers-Pvt.-Ltd./jobs/Sales-Coordinator-0e89b96faafe9719?fccid=6ab4b93144eab201&vjs=3,EmployerActive 2 days ago
370,Flomic Global,"Thane, Maharashtra","?9,339 - ?30,593 a month",Sales Executive,"
To promote services of International freight forwarding services & Custom clearance.
To tap new prospective clients & generate business.
",https://in.indeed.com/company/Flomic-Global/jobs/Sales-Executive-708059931912f685?fccid=68df2600d3f9610b&vjs=3,PostedJust posted
371,Rosentiques,"Santacruz, Mumbai, Maharashtra","?40,000 - ?50,000 a month",Digital Marketing,"
Minimum 2-5 years of experience in Specified field.
Job Types: Full-time, Regular / Permanent.
Santacruz, Mumbai, Maharashtra: Reliably commute or planning to…
",https://in.indeed.com/company/Rosentiques/jobs/Digital-Marketing-84480f0ef66acdb7?fccid=2ef6be8564052eac&vjs=3,EmployerActive 2 days ago
372,Focskill,"Mumbai, Maharashtra",N/A,IT Trainee,"
Job Types: Full-time, Contractual / Temporary.
Mumbai Suburban, Maharashtra: Reliably commute or planning to relocate before starting work (Required).
",https://in.indeed.com/company/Focskill/jobs/IT-Trainee-c2cbc3c4e6950d72?fccid=1e2970fd21a02bde&vjs=3,PostedJust posted
373,Webzworld,"Remote in Mumbai, Maharashtra","?20,000 - ?50,000 a month",Sales Representative,"
The ideal candidate will have a proven track record in sales, excellent communication skills, and a deep understanding of the technology industry.
",https://in.indeed.com/company/Webzworld/jobs/Sales-Representative-a765edceb112de0d?fccid=245b861fa5120190&vjs=3,PostedPosted 1 day ago
374,Datastraw,"Remote in Mumbai, Maharashtra","?14,000 - ?18,000 a month",Customer Support Agent,"
Responding to customer queries in a timely and accurate way, via chat, email or phone.
The candidate must be well-versed with or willing to learn and use…
",https://in.indeed.com/company/Datastraw/jobs/Customer-Support-Agent-df17c624f43998bb?fccid=96036d3efa60eb47&vjs=3,PostedPosted 29 days ago
375,Edyunay,"Mumbai, Maharashtra",?400 - ?500 an hour,IELTS Trainer,"
\*Time - Weekdays and weekends late evening and early morning slot.
",https://in.indeed.com/company/Edyunay/jobs/Ielt-Trainer-6a83a662a78947a6?fccid=f84444cd8dc74818&vjs=3,EmployerActive 2 days ago
376,Addery,"Mumbai, Maharashtra","?10,000 - ?20,000 a month",Photography Assistant,"
Someone well updated with latest trends in making videos and reels.
Basic Photoshop and lightroom editing.
",https://in.indeed.com/company/Addery/jobs/Photography-Assistant-ecfcbf1ed4603dd0?fccid=9a87dd0ea03c864c&vjs=3,PostedPosted 30+ days ago
377,Runwal Developers Private Limited,"Mumbai, Maharashtra","?3,50,000 - ?4,00,000 a month",Architectural Draughtsman/woman,"
Draftsman/ woman with *4-7 yrs* experience in interior, structural AutoCAD work.
Knowledge on plans, elevations, section details.
3D or 2D: 1 year (Preferred).
",https://in.indeed.com/rc/clk?cmp=Runwal-Developers-Private-Limited%3B-R-City&ti=Architectural+Draughtsman+Woman&jk=0234d9618931ffd4&fccid=0f6d0ef2d51a1b17&vjs=3,EmployerActive 7 days ago
378,Futurz,"Remote in Mumbai, Maharashtra","?15,000 - ?24,000 a month",Customer Service Officer-Work from Home,"
Job Types: Full-time, Fresher, Contractual / Temporary.
Mumbai Suburban, Maharashtra: Reliably commute or planning to relocate before starting work (Required).
",https://in.indeed.com/company/Futurz/jobs/Customer-Service-Officer-e6c5f7d028127835?fccid=8dff1fde8aaa0e3a&vjs=3,EmployerActive 2 days ago
379,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",N/A,Sourcing & Procurement,"
Overall 2-4 years of experience with min 2 years in procurement or related experience in back office operations, preferably in a financial services organization…
",https://in.indeed.com/rc/clk?jk=235b3fe6b3cac3ec&fccid=c46d0116f6e69eae&vjs=3,PostedPosted 1 day ago
380,Empower HR,"Mumbai, Maharashtra","?30,000 - ?50,000 a month",Client Servicing Executive,"
Being the face of the company and being responsible for planning, managing, and executing a wide variety of events ranging from media drives, employee meets,…
",https://in.indeed.com/company/Empower-HR/jobs/Client-Servicing-Executive-7339450f61ac813d?fccid=a1c08c90e23685cd&vjs=3,PostedPosted 14 days ago
381,The black sheep farm,"Mumbai, Maharashtra","From ?60,000 a month",Project Architects,"
Should have a flair for design and enthusiasm to create interesting spaces.
Project Architects - 7 to 8 years of Experience.
Should be able to lead projects.
",https://in.indeed.com/company/The-black-sheep-farm/jobs/Project-Architect-875acabd6b72ca8d?fccid=190a3d3c35396ce0&vjs=3,EmployerActive 8 days ago
382,MagicPin,"Mumbai, Maharashtra","?5,00,000 - ?8,00,000 a year",Field Sales Representative - B2B,"
Ability to work in a fast-paced organization.
High ownership & accountability with a drive to close targets and grow in the system.
",https://in.indeed.com/company/Innvocon-Learning-Solutions/jobs/Field-Sales-Representative-38bb08c3bf639db4?fccid=a48f1a88c673851b&vjs=3,PostedPosted 16 days ago
383,Caprigo Infra,"Thane, Maharashtra","?25,000 - ?30,000 a month",Land Surveyor,"
Thane, Maharashtra: Reliably commute or willing to relocate with an employer-provided relocation package (Required).
Total work: 4 years (Preferred).
",https://in.indeed.com/company/Caprigo-Infra/jobs/Land-Surveyor-13c4d0143a33b6ce?fccid=4474aa3e1dcceac9&vjs=3,PostedPosted 1 day ago
384,The Guardians Real Estate Advisory Firm,"Mumbai, Maharashtra",N/A,GRE - Central,"
Assigning a sales manager on Rota basis as approved by the site head.
Filling up the walkins form of Clients or Brokers.
Must be Fluent in English.
",https://in.indeed.com/rc/clk?jk=dfcf51054b2ebea9&fccid=1dd69f13b2d2469e&vjs=3,PostedPosted 2 days ago
385,Rajshri Entertainment Private Limited,"Mumbai, Maharashtra","?15,000 - ?25,000 a month",Digital Marketing Freshers (SEO),"
We have an opening for ‘Digital Marketing Freshers' in Rajshri Entertainment Private Limited.
Handling overall YouTube operation from uploading to SEO.
",https://in.indeed.com/company/Rajshri-Entertainment-Private-Limited/jobs/Digital-Marketing-Fresher-8716a502f8f8d524?fccid=9356996043c13c03&vjs=3,PostedToday
386,MERCURY FIRE PROTECTION LLP,"Thane, Maharashtra","?17,000 - ?20,000 a month",Dispatch Supervisor,"
To maintain the stores, record area in a neat & orderly manner.
Maintaining factory incoming & outgoing order.
Responsible for daily, weekly & monthly report.
",https://in.indeed.com/company/MERCURY-FIRE-PROTECTION-LLP/jobs/Dispatch-Supervisor-ed3f2578e85ba43f?fccid=42844ab60ecc48c5&vjs=3,PostedJust posted
